wall_elapsed,sim_time,sim_elapsed,rtf_delta,phase,gzserver_cpu,junior_ctrl_cpu,fastlio_cpu,scan_adapter_cpu,junior_ctrl_threads
1.6514061640191358,,,,startup,,,,,
4.9205914470076095,,,,startup,,,,,
8.208005983993644,,,,startup,,,,,
11.921969201008324,,,,startup,,,,,
17.651686636992963,,,,startup,248.4,,,,
23.491819417016814,,,,startup,249.19999999999996,,,,
29.30691439702059,,,,startup,187.6999999999999,,,,
35.286062907020096,,,,startup,167.0,74.0,,,14.0
41.22725049601286,,,,startup,153.29999999999995,65.30000000000001,,,14.0
47.12104019400431,,,,startup,151.00000000000009,68.69999999999999,,,14.0
53.35587534401566,,,,startup,142.50000000000006,64.4,,,14.0
59.51514408001094,,,,startup,138.80000000000004,64.5,,,14.0
