wall_elapsed,sim_time,sim_elapsed,rtf_delta,phase,gzserver_cpu,junior_ctrl_cpu,fastlio_cpu,scan_adapter_cpu,junior_ctrl_threads
1.6192370019998634,,,,startup,,,,,
4.832746758998837,,,,startup,,,,,
8.082551241997862,,,,startup,,,,,
11.331601790996501,,,,startup,,,,,
16.950016675997176,,,,startup,262.4,,,,
22.627593440003693,,,,startup,260.3000000000001,,,,
28.259614676004276,,,,startup,188.30000000000004,,,,
33.92751889799547,,,,startup,195.8,187.6,,,2.0
39.543073520006146,,,,startup,155.49999999999997,80.0,,,14.0
42.21089568300522,1.363,0.0,,startup,149.79999999999998,81.80000000000001,,,14.0
44.653034974006005,3.759,2.396,0.981107019091496,startup,148.60000000000005,86.39999999999999,,,15.0
51.180902998006786,10.197,8.834,0.9862331738830552,startup,136.50000000000006,88.9,,,16.0
65.73748739300936,24.589,23.226,0.9886934743387276,sample,131.9000000000001,74.90000000000002,,,15.0
72.02640644200437,30.806,29.443,0.988564163660764,sample,129.5,72.89999999999999,,,15.0
78.28477511600067,36.983,35.62,0.9869984211166091,sample,125.80000000000005,69.99999999999999,,,15.0
84.55901184400136,43.209,41.846000000000004,0.9923119368790454,sample,126.10000000000002,69.99999999999999,,,15.0
90.84485068700451,49.425,48.062,0.9888894951417833,sample,125.19999999999993,70.1,,,15.0
