ros_time,wall_elapsed,x,y,z,qx,qy,qz,qw,vx,vy,vz,wz
0.002,29.409679789998336,0.0,2.3,0.6,0.0,0.0,0.7071080798594737,0.7071054825112364,0.0,0.0,0.0,0.0
0.024,29.43123955700139,9.297925028443725e-06,2.2997658923646673,0.5947216413149123,-0.01444631908981091,0.01485407290977678,0.706945395178037,0.7069645455178892,0.00039266257601167125,-0.012330212057534205,-0.33704539569541786,-0.0008701773365972027
0.046,29.45308707300137,1.7789590854586437e-05,2.3010331015789096,0.5845468663892307,-0.0115125438169006,0.012171236456426527,0.7070279811659955,0.7069870976095127,0.00032564930930870204,0.08345354364840918,-0.5594290337856365,0.005063769906831639
0.066,29.473104835000413,2.1444572295931802e-05,2.3015605610891647,0.5727472453731369,-0.00948428801203576,0.010076058754206004,0.7070685692971687,0.7070095894915014,4.130747589987536e-05,0.004266681385183373,-0.6451791828663255,-1.7320823249765206e-05
0.088,29.495161022998218,2.0697962961871777e-05,2.3015396585959276,0.5563047855516248,-0.010469844294672905,0.011036845619689394,0.707052718214673,0.7069971881588033,-6.492798558770192e-05,-0.003042126699321418,-0.8368522680588144,-0.00013359290544059523
0.108,29.515036028002214,1.913983329385107e-05,2.3014771334747164,0.5374779367525716,-0.01160404332385883,0.012147905512341193,0.7070336361312601,0.7069803476400244,-8.398544700810355e-05,-0.002934894982199784,-1.0281047965387968,-2.343439871161985e-05
0.128,29.918295408999256,1.7437865525608137e-05,2.3014272638510307,0.5147608344276441,-0.012662507381202762,0.013182971588034031,0.7070147922093563,0.706962483986308,-8.45411361282014e-05,-0.0021185326362365554,-1.2243799581745227,4.164247903100844e-05
0.15,30.187892667003325,1.5639661780716616e-05,2.3013910482498705,0.4852171530528607,-0.013728981144599353,0.014223306724298982,0.7069946331414352,0.7069425728669658,-7.896898123570932e-05,-0.001274609614105951,-1.441734396060081,8.099412917834793e-05
0.17,30.207825999001216,1.4126750745374443e-05,2.3013727231855707,0.454207643894446,-0.014625945191220893,0.015096155486801517,0.7069767133495571,0.7069244051511023,-7.294625855190432e-05,-0.0006420361153641092,-1.6394222081017173,0.00010532493463567035
0.192,30.229830180003773,1.259609845153959e-05,2.3013655573945173,0.41553346110435624,-0.015549306683492178,0.015992656311083958,0.7069573323116115,0.7069043671506267,-6.691342294126249e-05,-8.16316329969484e-05,-1.8566133161631446,0.00012681780313353642
