wall_elapsed,sim_time,sim_elapsed,rtf_delta,phase,gzserver_cpu,junior_ctrl_cpu,fastlio_cpu,scan_adapter_cpu,junior_ctrl_threads
0.7283801610174123,,,,startup,,,,,
2.2800687570124865,,,,startup,,,,,
3.883780939009739,,,,startup,,,,,
9.068538493011147,,,,startup,143.49999999999994,,,,
14.244585298001766,,,,startup,110.20000000000002,,,,
19.42212662199745,,,,startup,106.80000000000001,,,,
24.616410026006633,,,,startup,104.0,,,,
29.760124196996912,,,,startup,94.89999999999996,48.5,,,14.0
34.90098353699432,,,,startup,82.70000000000002,29.7,,,14.0
37.27588000299875,0.001,0.0,,startup,77.6,27.200000000000003,,,14.0
39.57708513500984,0.343,0.342,0.148617780849948,startup,82.09999999999997,29.000000000000004,,,14.0
41.93453022901667,0.664,0.663,0.1361643589562512,startup,87.00000000000004,31.3,,,15.0
44.260668670991436,0.936,0.935,0.11693199127438308,startup,88.60000000000007,30.5,,30.0,15.0
46.7852034830139,1.214,1.213,0.11011929749437178,sample,92.20000000000007,32.300000000000004,,17.8,15.0
49.31015911500435,1.513,1.512,0.11841792236337033,sample,93.90000000000006,31.699999999999996,13.5,11.299999999999999,15.0
51.831626446015434,1.822,1.8210000000000002,0.12254769125884114,sample,97.40000000000002,32.9,21.9,10.399999999999999,15.0
54.41092232300434,2.121,2.12,0.1159231101276582,sample,107.29999999999995,46.7,18.3,7.6,16.0
70.7959097950079,3.623,3.6220000000000003,0.09166927973343976,sample,115.89999999999995,40.4,22.500000000000004,7.7,15.0
81.57127172601759,3.956,3.955,0.030903834333553253,sample,128.00000000000006,46.49999999999999,26.7,7.4,15.0
93.22466723801335,4.223,4.2219999999999995,0.022911777063187765,sample,139.20000000000005,52.599999999999994,30.9,7.6,15.0
103.97063961601816,4.462,4.460999999999999,0.022240890967595687,sample,145.69999999999996,55.400000000000006,32.7,7.3,15.0
115.72390487100347,4.733,4.731999999999999,0.02305742226697824,sample,151.70000000000007,58.199999999999996,34.800000000000004,7.6,15.0
126.43898238401744,4.964,4.963,0.021558406807551358,sample,155.0,60.0,35.50000000000001,7.199999999999999,15.0
138.11311241000658,5.231,5.2299999999999995,0.02287108327606422,sample,159.9999999999999,62.1,36.800000000000004,7.4,15.0
149.2528271540068,5.471,5.47,0.021544537316744352,sample,163.0000000000001,63.6,37.70000000000001,7.3,15.0
160.18719766600407,5.754,5.752999999999999,0.02588169110325008,sample,165.3000000000001,64.5,38.00000000000001,7.300000000000001,15.0
171.82991489299457,,,,startup,167.1,65.1,38.2,7.1,15.0
177.58879581201472,6.189,6.188,0.07553550874151664,sample,170.09999999999994,66.2,38.800000000000004,7.199999999999999,15.0
