rtf,sim_time,wall_time
,2.0208,107016.455991346
4.115988673517462,2.021,107016.456039937
1.2254451342260932,2.0212,107016.456203143
1.0228034171001983,2.0214,107016.456398684
1.279033970894542,2.0216,107016.456555052
1.1396660752308465,2.0218,107016.456730542
1.0240550719312882,2.022,107016.456925844
1.4135674034499581,2.0222,107016.45706733
0.7853824575514228,2.0224,107016.457321983
1.388898524263717,2.0226,107016.457465982
0.7840954378293266,2.0228,107016.457721053
0.9913307914563201,2.023,107016.457922802
1.312723557950967,2.0232,107016.458075157
1.0254622596721277,2.0234,107016.458270191
1.0142450224165418,2.0236,107016.458467382
0.819893946721669,2.0238,107016.458711316
1.1628650752507774,2.024,107016.458883305
1.1475061170205063,2.0242,107016.459057596
1.0028481386531645,2.0244,107016.459257028
0.9905157500841762,2.0246,107016.459458943
0.9924179777480119,2.0248,107016.459660471
0.984450544499594,2.025,107016.45986363
1.0356201604468818,2.0252,107016.460056751
0.9955499323231307,2.0254,107016.460257645
0.9928120515470502,2.0256,107016.460459093
0.9874300254725324,2.0258,107016.460661639
0.9845717031908122,2.026,107016.460864773
1.0498357516426726,2.0262000000000002,107016.461055279
0.9423116544831748,2.0264,107016.461267523
1.0094128128980266,2.0266,107016.461465658
0.9445099834172421,2.0268,107016.461677408
1.0056821287957938,2.027,107016.461876278
1.110728564545223,2.0272,107016.46205634
0.9966760301939506,2.0274,107016.462257007
0.9901774960853316,2.0276,107016.462458991
0.9861252149773991,2.0278,107016.462661805
0.9891587794878464,2.028,107016.462863997
1.0056618922874414,2.0282,107016.463062871
1.0205643611814346,2.0284,107016.463258841
0.9968599359926394,2.0286,107016.463459471
0.9879909268041152,2.0288,107016.463661902
0.9867041852972266,2.029,107016.463864597
1.0443264124803493,2.0292,107016.464056108
0.9940950814050644,2.0294,107016.464257296
0.9870889128112811,2.0296,107016.464459912
0.942738059442782,2.0298,107016.46467206
1.005429341290884,2.03,107016.46487098
1.069467213678086,2.0302,107016.465057989
1.00350223392871,2.0304,107016.465257291
0.9238984824662635,2.0306,107016.465473765
1.0242280781327493,2.0308,107016.465669034
0.9929697830577493,2.031,107016.46587045
1.0159194959864433,2.0312,107016.466067316
0.9970337835687876,2.0314,107016.466267911
0.9978048233600845,2.0316,107016.466468351
0.989183340827967,2.0318,107016.466670538
0.9940753085189074,2.032,107016.46687173
1.0159091330363605,2.0322,107016.467068598
0.9979442183271183,2.0324,107016.46726901
0.9508189147436364,2.0326,107016.467479355
1.0061981772474697,2.0328,107016.467678123
0.987361713148727,2.033,107016.467880683
1.070709707945693,2.0332,107016.468067475
0.9989510604885671,2.0334,107016.468267685
0.9998550364442432,2.0336,107016.468467714
0.9931275646951219,2.0338,107016.468669098
0.9890071669167737,2.034,107016.468871321
1.086590416110888,2.0342,107016.469055383
0.9851828875948232,2.0344,107016.469258391
0.9961200991372078,2.0346,107016.46945917
0.9880397216845808,2.0348,107016.469661591
0.991468454824503,2.035,107016.469863312
1.0289812212640532,2.0352,107016.470057679
0.9858627855052453,2.0354,107016.470260547
0.9893006825534579,2.0356,107016.47046271
0.9923342137766182,2.0358,107016.470664255
0.9928268255412487,2.036,107016.4708657
1.0536630400110953,2.0362,107016.471055514
0.9862079339682325,2.0364,107016.471258311
0.9906040624156296,2.0366,107016.471460208
0.9418989968191126,2.0368,107016.471672545
1.010861723316014,2.037,107016.471870396
0.9905305272026795,2.0372,107016.472072308
1.0167406428446766,2.0374,107016.472269015
0.9385309030040652,2.0376,107016.472482114
1.0153469221137497,2.0378,107016.472679091
0.9385353252047948,2.038,107016.472892189
