event,wall_time_ns,sim_time_us,sim_dt_us,estimated_rtf,state_sequence,state_stamp_us,fsm_iteration,fsm_sequence,estimator_sequence,estimator_source_state_sequence,wave_sequence,gait_cycle_sequence,reset_generation,runtime_ctrl_dt_us,target_control_hz,control_update_accepted,new_state_consumed,repeated_state_consumed,scheduler_accepted,accepted_state_sequence,scheduler_lag_us,missed_periods,repeated_state_rejected_count,fsm_state,wave_status,resolved_vx,resolved_vy,resolved_yaw_rate,phase_0,phase_1,phase_2,phase_3,contact_0,contact_1,contact_2,contact_3,policy_sequence,policy_source_state_sequence,policy_sim_time_us,policy_wall_time_ns,policy_wait_exit_reason,policy_wait_sim_elapsed_us,policy_wait_wall_elapsed_us,history_oldest_stamp_us,history_newest_stamp_us,history_span_us,history_duplicate_count,action_sequence,action_source_state_sequence,lowcmd_sequence,lowcmd_action_sequence,lowcmd_sim_time_us,torn_action,prewave_readiness_flags,prewave_readiness_hold_elapsed,prewave_first_block_reason,prewave_model_height,prewave_numerical_guard_stage,prewave_wave_cancel_reason
FSM,1784565211930204330,0,0,0,0,0,1,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211932288734,0,0,0,0,0,2,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211934392795,0,0,0,0,0,3,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211936478679,0,0,0,0,0,4,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211938502782,0,0,0,0,0,5,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211940599517,0,0,0,0,0,6,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211942678590,0,0,0,0,0,7,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211944765677,0,0,0,0,0,8,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211946781602,0,0,0,0,0,9,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211948882051,0,0,0,0,0,10,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211950985668,0,0,0,0,0,11,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211953062474,0,0,0,0,0,12,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211955091823,0,0,0,0,0,13,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211957188823,0,0,0,0,0,14,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211959202687,0,0,0,0,0,15,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211961295886,0,0,0,0,0,16,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211963405420,0,0,0,0,0,17,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211965502934,0,0,0,0,0,18,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211967548554,0,0,0,0,0,19,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211969605024,0,0,0,0,0,20,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211971680260,0,0,0,0,0,21,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211973768474,0,0,0,0,0,22,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211975863155,0,0,0,0,0,23,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211977960447,0,0,0,0,0,24,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211980073011,0,0,0,0,0,25,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211982177415,0,0,0,0,0,26,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211984196569,0,0,0,0,0,27,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211986297637,0,0,0,0,0,28,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211988389703,0,0,0,0,0,29,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211990479643,0,0,0,0,0,30,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211992502302,0,0,0,0,0,31,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211994594290,0,0,0,0,0,32,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211996607168,0,0,0,0,0,33,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565211998667461,0,0,0,0,0,34,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212000764330,0,0,0,0,0,35,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212002783492,0,0,0,0,0,36,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212004885884,0,0,0,0,0,37,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212006959793,0,0,0,0,0,38,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212008991108,0,0,0,0,0,39,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212011079915,0,0,0,0,0,40,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212013092931,0,0,0,0,0,41,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212015181759,0,0,0,0,0,42,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212017276953,0,0,0,0,0,43,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212019297928,0,0,0,0,0,44,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212021383506,0,0,0,0,0,45,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212023466650,0,0,0,0,0,46,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212025511197,0,0,0,0,0,47,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212027586652,0,0,0,0,0,48,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212029605955,0,0,0,0,0,49,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212031680319,0,0,0,0,0,50,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212033783230,0,0,0,0,0,51,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212035880183,0,0,0,0,0,52,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212037970847,0,0,0,0,0,53,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212039989632,0,0,0,0,0,54,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212042091791,0,0,0,0,0,55,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212044177008,0,0,0,0,0,56,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212046245634,0,0,0,0,0,57,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212048353511,0,0,0,0,0,58,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212050399461,0,0,0,0,0,59,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212052488336,0,0,0,0,0,60,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212054505082,0,0,0,0,0,61,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212056519393,0,0,0,0,0,62,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212058541887,0,0,0,0,0,63,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212060605981,0,0,0,0,0,64,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212062679953,0,0,0,0,0,65,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212064783097,0,0,0,0,0,66,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212066885802,0,0,0,0,0,67,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212068960679,0,0,0,0,0,68,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212070996337,0,0,0,0,0,69,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212073100087,0,0,0,0,0,70,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212075196514,0,0,0,0,0,71,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212077252314,0,0,0,0,0,72,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212079296937,0,0,0,0,0,73,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212081382758,0,0,0,0,0,74,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212083402006,0,0,0,0,0,75,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212085504348,0,0,0,0,0,76,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212087595378,0,0,0,0,0,77,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212089680126,0,0,0,0,0,78,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212091775400,0,0,0,0,0,79,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212093862375,0,0,0,0,0,80,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212095885739,0,0,0,0,0,81,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212097987989,0,0,0,0,0,82,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212100075014,0,0,0,0,0,83,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212102172224,0,0,0,0,0,84,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212104194766,0,0,0,0,0,85,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212106285084,0,0,0,0,0,86,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212108297459,0,0,0,0,0,87,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212110390246,0,0,0,0,0,88,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212112480572,0,0,0,0,0,89,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212114502106,0,0,0,0,0,90,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212116594109,0,0,0,0,0,91,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212118604736,0,0,0,0,0,92,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212120679872,0,0,0,0,0,93,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212122784030,0,0,0,0,0,94,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212124878269,0,0,0,0,0,95,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212126976540,0,0,0,0,0,96,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212128988718,0,0,0,0,0,97,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212131075097,0,0,0,0,0,98,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,1784565212133093652,0,0,0,0,0,99,0,0,0,0,0,0,2000,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
