pos_FL_calf_joint,pos_FL_hip_joint,pos_FL_thigh_joint,pos_FR_calf_joint,pos_FR_hip_joint,pos_FR_thigh_joint,pos_RL_calf_joint,pos_RL_hip_joint,pos_RL_thigh_joint,pos_RR_calf_joint,pos_RR_hip_joint,pos_RR_thigh_joint,sim_time,vel_FL_calf_joint,vel_FL_hip_joint,vel_FL_thigh_joint,vel_FR_calf_joint,vel_FR_hip_joint,vel_FR_thigh_joint,vel_RL_calf_joint,vel_RL_hip_joint,vel_RL_thigh_joint,vel_RR_calf_joint,vel_RR_hip_joint,vel_RR_thigh_joint
-2.649527014189479,0.7468883749519044,1.2188729344228122,-2.696541847437441,0.2111491347008494,1.357991956080065,-2.6730019784216825,0.772898313213406,1.2653360169873062,-2.69675682220811,0.12661151365211953,1.3584572447830023,0.5632,2.7080463875008145,14.385082297306962,-1.4664708764429293,0.012176349348764326,-7.85455828776173,3.5267237957491435,2.198976018886933,13.216114498029572,-0.3544197417607591,0.7214150290146604,-8.35515712761117,2.536350980206931
-2.6498851904597753,0.7542514270529415,1.218731381641919,-2.696535438517383,0.20436348346112165,1.3601072809682373,-2.6732654873494113,0.7774769731727513,1.2653895989038908,-2.6966228501129486,0.12221462877316203,1.3595813322091486,0.5638,-0.9022003565148877,9.05696973933266,0.9649891915403457,0.007049948324612476,-5.068592008199603,1.473617037593078,-1.104206443509144,6.783736361675146,1.3359619710086215,0.11608883134260106,-4.053705830019475,0.41554926222714283
-2.650657694577829,0.7582137146887602,1.2191262267869014,-2.6965311394912677,0.1991293481221108,1.362006334144862,-2.673989349254917,0.7777877594471994,1.2656617816480953,-2.6965628222415505,0.12058054857051115,1.3600057170607887,0.5646,-1.1739781364177233,4.530341563615984,1.3337391273438923,0.0009405146171125034,-0.5063051839691199,-0.5689967056695945,-0.5988163436211498,3.9126002250619445,1.0627587294789758,0.04067349489054961,1.3133257472566067,0.39221578188141326
-2.6525500490637377,0.7585746999252976,1.2197570548965704,-2.6965308762977527,0.19668844690999077,1.3629240846478838,-2.674745235740435,0.777900244884461,1.2657967136768349,-2.6965421599114556,0.11996383565204827,1.360415747882774,0.5656,0.3334911751610994,4.051015082004487,0.4782849214330752,0.0009339157326261338,3.1902345017014673,-1.4313056055191962,0.20905259781847518,4.9997484871399385,0.7716668559526799,0.01470957959547925,2.613960332186236,0.03537379540991237
-2.654361224443356,0.7589992009606963,1.2200831640286909,-2.696530258639277,0.1952875542338015,1.3636308750699895,-2.675421501927209,0.7780679791197302,1.2659462561756811,-2.696536013052661,0.11942092278152128,1.3606748840882847,0.5666,1.2626286683732921,4.34607621248826,0.1995211346354382,0.0003424596890346798,5.142660597741047,-1.7249462118241767,0.33885696760125494,5.053649034893802,0.7852139299943769,0.006732229645148968,3.1957628483012535,-0.13829495517985618
-2.6560389024725826,0.7594176977694431,1.2204112373334786,-2.696530118306529,0.19408205787976396,1.3642786413185997,-2.6760254041568228,0.7781458607020229,1.2660620128240119,-2.696534442256052,0.11888243871976112,1.3609313990457892,0.568,1.7595513173061148,4.450521352266815,0.1144283951121634,0.00010128103234841035,6.031530012524675,-2.0836973303139557,0.4170160619959733,5.185248748203863,0.7422860619101959,0.004642622806739688,3.70099226843325,-0.26800701200432875
-2.6575505241881263,0.7598400529149227,1.2207313459658682,-2.696530363383812,0.1929831221397622,1.3648820365202967,-2.676537417722054,0.7781826440103679,1.2661503424279026,-2.696534266069907,0.118391676950929,1.361169668639426,0.5688,1.841016324433974,4.3747102401984925,0.13339997492518996,0.000245191098251496,6.592996054104057,-2.410131688260136,0.4361527027751475,5.322443882873592,0.74107324602205,0.004291809775368215,4.047148499400473,-0.39062278522144833
-2.6588929542678628,0.7603230743014748,1.221030391487898,-2.6985056285736198,0.19187512193181266,1.364904129303028,-2.676955897676205,0.7782057600685608,1.2661795117968664,-2.6965343225016642,0.11797649147996303,1.361410758937894,0.5698,1.5839239873625628,3.972417877557257,0.3671325178255641,2.4684102841486775,5.560571189743747,-2.6729390047893937,0.5218048310725543,5.839021318857242,0.8758978123024896,0.0040626419248413065,4.2925071352298865,-0.35871058479206747
-2.660012675157292,0.7606349295247705,1.2213260598195639,-2.6971876026965784,0.19076395068950003,1.3648130010951425,-2.6772321553942664,0.7782937381388049,1.2663159642922048,-2.6965361338623577,0.11762367532610973,1.3616669255472447,0.5706,1.1676537307891848,3.55268995279061,0.3964481552173522,0.8174529698955513,6.857167627435635,-0.43714333941932093,0.2025268267049829,5.385793547511593,0.9223265289936943,0.005816917428454804,3.9713366327544053,-0.6899468638235303
-2.6609419845176294,0.7609320945688234,1.221544248532065,-2.696760859394124,0.1898893151676324,1.3651272449923768,-2.6774275805023766,0.7783216308153262,1.2663772479110413,-2.6965377936517836,0.11734017792860207,1.3618309911170536,0.5718,0.7497301300553236,3.1908127084392994,0.5230340342868035,0.28254082290829335,7.105110967906947,0.008241012909827705,-0.07302685787937147,5.147400569348763,0.9688397671707596,0.007534506908330574,3.8130309252257555,-0.8075614901790694
