wall_elapsed,sim_time,sim_elapsed,rtf_delta,phase,gzserver_cpu,junior_ctrl_cpu,fastlio_cpu,scan_adapter_cpu,junior_ctrl_threads
1.8135670170013327,,,,startup,,,,,
5.445988749997923,,,,startup,,,,,
8.995151180017274,,,,startup,,,,,
14.70238099701237,,,,startup,1.0,,,,
20.422330086003058,,,,startup,360.79999999999995,,,,
26.153476248990046,,,,startup,210.1999999999999,,,,
31.498585063993232,,,,startup,178.0,89.0,,,14.0
36.71696910899482,,,,startup,158.5999999999999,37.6,,,14.0
41.914397973014275,,,,startup,146.40000000000006,31.800000000000004,,,14.0
47.13398536600289,,,,startup,133.30000000000007,27.7,,,15.0
50.68628466199152,0.001,0.0,,startup,130.60000000000014,27.9,,,15.0
53.20919812200009,0.319,0.318,0.12604475145133204,startup,137.9000000000001,27.4,,,15.0
55.94115032401169,0.618,0.617,0.10944554585539217,startup,136.90000000000018,27.3,,,15.0
58.415794182015816,0.94,0.939,0.13011973377846064,startup,140.00000000000014,27.799999999999997,,134.5,15.0
60.793404522002675,1.27,1.2690000000000001,0.1387948203496726,sample,142.30000000000004,28.099999999999998,32.0,70.20000000000003,15.0
63.213531921006506,1.619,1.618,0.1442072843535653,sample,139.70000000000005,27.599999999999998,27.4,41.199999999999996,15.0
65.52989900301327,1.931,1.9300000000000002,0.1346936771911392,sample,140.80000000000004,27.9,21.6,34.400000000000006,15.0
68.06789965101052,2.315,2.314,0.1513001977769455,sample,136.9000000000001,27.699999999999996,18.799999999999997,21.299999999999997,15.0
74.59998537099455,3.212,3.2110000000000003,0.1373221415719869,sample,139.10000000000008,28.400000000000002,18.4,17.1,15.0
81.50677254900802,4.114,4.1129999999999995,0.1305961768840013,sample,137.50000000000006,28.2,17.3,13.999999999999993,15.0
88.0790546440112,4.932,4.931,0.12446209523202235,sample,135.00000000000006,28.3,16.9,11.7,15.0
95.24508063099347,5.725,5.723999999999999,0.1106610555753711,sample,135.60000000000002,28.900000000000006,17.7,11.4,15.0
