angular_x,angular_y,angular_z,linear_x,linear_y,linear_z,pitch,qw,qx,qy,qz,roll,sim_time,tilt_deg,x,y,yaw,z
1.162382374133868,0.04083819547243218,0.057038779487239476,0.009767121998793888,-0.343226026204965,-0.08155518301319221,-0.5223391859030597,0.6775572974275589,0.17478228064388737,-0.190557909992066,0.6885164820213379,-0.029490654410996565,0.752,29.97107924755204,0.004186041192237184,1.8853321114843389,1.594723398592131,0.1867209982097169
1.1775268530944698,0.040944080231208935,0.05743455013033052,0.009566924058159927,-0.3394576620412963,-0.08190932617175808,-0.5246949304162621,0.6773193237979757,0.17561891576304448,-0.19133055737709223,0.6883234325880798,-0.029461367136072607,0.752,30.10573376896693,0.0042051758382577655,1.8846531992326827,1.5948236152602122,0.18655725198508885
1.1930907359860385,0.04105830837384761,0.05785781604044883,0.009369957528624486,-0.335687750228275,-0.08227608213363426,-0.5270818161220452,0.6770773907400753,0.17646601229577066,-0.19211349859107515,0.6881267013509484,-0.029432909139509647,0.752,30.24217480065503,0.004223916722215834,1.8839818266983912,1.5949250389216858,0.1863927704666105
1.2090719202545197,0.041147705259155065,0.058286475940861456,0.009176552912741472,-0.331918356832338,-0.0826546889066606,-0.5295006748630927,0.676831378220712,0.17732382419850942,-0.19290702532371976,0.6879261780221924,-0.029405376037477195,0.768,30.380450205756148,0.00424227091366637,1.8833179928404453,1.5950277301465179,0.18622753009702003
1.2254780283580944,0.04121014220963314,0.05872200626782008,0.008987090036087322,-0.32815157993128763,-0.08304624578311588,-0.5319523609826771,0.6765811588272574,0.17819261509891654,-0.19371143378955039,0.6877217517741978,-0.029378859807807772,0.772,30.520609119155836,0.004260246520794911,1.8826616927248605,1.5951317596779095,0.18606150451209963
1.2429099020512049,0.04268138135693376,0.05882405485002436,0.00882376754499084,-0.32456304644948597,-0.08362734236118236,-0.5344390825584081,0.6763270388559183,0.17907406436907647,-0.19452648696456445,0.6875126630484345,-0.0293499245048242,0.772,30.662768095891597,0.004277898630104325,1.8820125429667982,1.595234669658327,0.18589428911521436
1.259609455228812,0.0409475244940603,0.05964085543788697,0.008630874296389349,-0.32056196881792126,-0.08383871978219135,-0.5369591817691174,0.6760679119206995,0.1799655577194624,-0.19535372685331873,0.6873001512515672,-0.02932615089093492,0.772,30.806853870992345,0.004295168381211333,1.8813714164508437,1.5953419495551149,0.1857266534661962
1.2777623511799552,0.03912261724305766,0.060108320651135354,0.008421513485954876,-0.31701364866949067,-0.08444292631471773,-0.5395153674301179,0.6758037478360627,0.18086761065851217,-0.19619446038032085,0.6870836452292303,-0.029308659601339326,0.78,30.953024304528704,0.004312007558290138,1.8807373712935103,1.5954531903361868,0.1855578171057766
1.2952984661231277,0.04104531111484407,0.06031927858847104,0.008249932869309248,-0.3130166081715701,-0.08468915724314402,-0.5421068366747197,0.6755355472391207,0.1817826389969444,-0.19704560120120332,0.686862306159615,-0.029287904692021804,0.818,31.101206627532655,0.004328502405978117,1.8801113351246512,1.5955630534581418,0.18538848089194412
1.3137126096056309,0.04168800993597023,0.0611550425737307,0.008091080639788148,-0.30928180949424566,-0.08515444902414387,-0.5447349484222022,0.67526240207671,0.18271046829380339,-0.19790825712130028,0.686636654192492,-0.02926659038836069,0.818,31.251486288840606,0.004344688909658726,1.8794927774010175,1.5956744046349995,0.18521824380167745
