sim_time_s,x,y,z,qx,qy,qz,qw
109.214,-0.11443479451839553,2.313294967223793,0.12057521873655365,-0.019239836603822585,0.01674122744950309,0.7516429617839709,0.659076943908344
109.216,-0.11442871103007246,2.3132959009909317,0.12058373832281102,-0.019857466948331598,0.016130044741031548,0.7516595217598161,0.6590549795053922
109.218,-0.1144338994724619,2.3132956992852187,0.12060118374546544,-0.019808610138833376,0.016277181187648437,0.7516322183002261,0.659083970939996
109.22,-0.11443993964746076,2.3133016695129203,0.12061798506446808,-0.01993084829293723,0.016181039834475944,0.7516304821560036,0.6590846330556742
109.222,-0.11445209038047607,2.3133030430901207,0.12062625635500268,-0.01986005458134365,0.016286547877747477,0.7516197166766033,0.6590964482480804
109.224,-0.11446393991372403,2.313302906179498,0.12063036350031811,-0.019866241210442583,0.016278847573865118,0.7516272175831895,0.6590878980606366
109.226,-0.11447605640357131,2.3133018523233484,0.1206311285502373,-0.019830503063873392,0.016304383870017806,0.7516352807500163,0.6590791477104228
109.228,-0.11448771246416825,2.313301277073683,0.12063050854411639,-0.019806941945140846,0.01631382857833725,0.7516465091634792,0.6590668170301508
109.23,-0.11449691579190957,2.3133001140168177,0.12062911340237545,-0.019806127529643995,0.016301930694890533,0.751658211437628,0.6590537895697776
109.232,-0.11450416654161276,2.313298893556335,0.12062702325146064,-0.019795963358300882,0.016301579406314205,0.7516656894235308,0.6590455748178761
109.234,-0.11450942880824264,2.313298028474169,0.120625002717021,-0.019793297170293073,0.01629544668872202,0.7516709015602248,0.6590398618839245
109.236,-0.11451298174877203,2.3132975935654674,0.12062314967767473,-0.019790549425631337,0.01629194513259385,0.7516736161022013,0.6590369348777569
109.238,-0.1145151079842347,2.3132976086415376,0.12062152156944261,-0.019787962326208147,0.016290352401054847,0.7516744541435835,0.659036096093053
109.24,-0.11451603713331557,2.313298028844155,0.12062010245801019,-0.019786103669444915,0.016289752176827894,0.75167413687377,0.6590365286011637
109.242,-0.11451601408269829,2.3132987686486977,0.12061883366801283,-0.0197844190091899,0.016290349666892984,0.7516730665677317,0.6590377851601998
109.244,-0.11451529257498462,2.3132997256096393,0.12061765584652222,-0.019782809932066037,0.016291817815056283,0.7516715743909083,0.6590394990864857
109.246,-0.11451411625829683,2.313300801894507,0.12061651975059628,-0.01978123334033848,0.01629380730549972,0.7516699087529722,0.6590413969746702
109.248,-0.11451269603184974,2.3133019307338585,0.12061539932038642,-0.019779700751292144,0.01629602105841108,0.7516682438251341,0.6590432871676124
109.25,-0.11451119828853384,2.3133030641136467,0.1206142824358503,-0.01977828037998702,0.016298259481940667,0.7516666665949048,0.6590450733395814
109.252,-0.11450974407034085,2.3133041750135157,0.12061317132931988,-0.019777078625852908,0.01630032134019497,0.7516652385525728,0.6590466871451044
109.254,-0.11450841891771488,2.313305248336126,0.12061207355003603,-0.01977610021734118,0.01630217190772518,0.751663979659079,0.6590481065403043
109.256,-0.11450727137920831,2.31330627542277,0.12061099632888612,-0.0197754401777147,0.016303674583319293,0.7516629093146979,0.6590493099316796
109.258,-0.1145063232945551,2.3133072509036636,0.12060994518441019,-0.019775107289648937,0.016304799104680377,0.7516620212161906,0.6590503049988141
109.26,-0.11450558005436215,2.3133081707432264,0.12060892313051395,-0.01977502906035732,0.016305609071404385,0.7516612899757914,0.6590511213027421
109.262,-0.11450503258636217,2.3133090334167266,0.12060793306666537,-0.019775191730891886,0.016306105375764993,0.751660696441683,0.65905178107967
109.264,-0.11450466207086421,2.3133098394963345,0.12060697708369765,-0.019775555427919773,0.01630632350069386,0.7516602189917946,0.6590523093098268
109.266,-0.11450444408248034,2.3133105907424687,0.12060605721909305,-0.019776079080179212,0.016306308040304078,0.7516598355424814,0.6590527313095357
109.268,-0.11450435180686845,2.3133112902727286,0.12060517510735803,-0.019776722133439846,0.01630610229080629,0.7516595257370344,0.6590530704416109
109.27,-0.114504358323715,2.3133119413647996,0.12060433177141172,-0.019777443764236912,0.016305752857713806,0.7516592719645833,0.6590533468631868
109.272,-0.11450443838320912,2.3133125468816154,0.1206035283169094,-0.019778209278538916,0.016305304254131087,0.7516590596029643,0.6590535771905818
109.274,-0.11450456948663183,2.3133131105814377,0.1206027652858184,-0.0197789828913382,0.016304795398895143,0.7516588774897758,0.6590537742654956
109.276,-0.11450473272454223,2.3133136352513635,0.12060204261927226,-0.019779735979747217,0.016304261003226794,0.7516587161340995,0.659053948912642
109.278,-0.11450491266982638,2.313314123304124,0.12060136025850887,-0.019780447302372817,0.01630372887337246,0.7516585695219838,0.6590541079406961
109.28,-0.11450509736905756,2.3133145771747694,0.12060071831696226,-0.019781105420430524,0.016303216017225335,0.751658433203856,0.6590542563472039
109.282,-0.11450527729461997,2.3133149993651005,0.12060011707359983,-0.019781713227049063,0.016302726682484146,0.7516583064762362,0.6590543947427979
109.284,-0.11450544526212017,2.3133153921441854,0.12059955663464876,-0.019782273664301693,0.016302264713596984,0.7516581888414856,0.6590545235118381
109.286,-0.1145055970499552,2.313315757183009,0.12059903650239491,-0.01978277882618999,0.016301843027549317,0.751658077526416,0.659054645735171
109.288,-0.11450573046725993,2.3133160959159023,0.1205985556103299,-0.0197832267923998,0.01630146498138333,0.7516579719388503,0.6590547620629988
109.29,-0.11450584484193013,2.313316409280242,0.12059811276424202,-0.01978361944282958,0.01630113117551047,0.7516578725489006,0.6590548718880703
109.292,-0.11449432847093824,2.313338233107871,0.12055775093874886,-0.01948540299029992,0.016449032448863237,0.7517426634259579,0.6589633649809745
109.294,-0.11451003842697162,2.3133144120698033,0.12054761808764199,-0.01922275099457861,0.016810208837331614,0.7516740055768993,0.6590402810625655
109.296,-0.11450378110914418,2.3133154860473892,0.12055646663701453,-0.019839486874609076,0.016198969560450638,0.7516904140414702,0.6590185957800396
109.298,-0.11450873076448777,2.313315294771598,0.12057422917503738,-0.019791725097196504,0.01634508104531486,0.7516628705512788,0.6590478396731989
109.3,-0.11453222581167678,2.3133357886239594,0.1205630169944905,-0.020189226227975875,0.01615463701165714,0.751651247273507,0.6590537347739701
109.302,-0.11452801071515457,2.3133270886661923,0.12056461172956245,-0.020581415021902003,0.01583807277378747,0.751667905336509,0.6590302882975362
109.304,-0.11454559207297607,2.313329858736451,0.120573400666118,-0.019837156923497343,0.01658223457210592,0.7516145933305737,0.6590956074761114
109.306,-0.114535747093897,2.313330871251954,0.12059169925507919,-0.020272770469311686,0.01600592868774928,0.7516745791723536,0.6590281875992913
109.308,-0.1145334248245037,2.3133530048437465,0.1205691937869147,-0.019793057443750206,0.01672468907985808,0.7516663049166212,0.6590343585164612
109.31,-0.11454354631329475,2.3133354731697517,0.12056443063025532,-0.01966179211426717,0.016909413794291308,0.7516741970918469,0.6590245724419661
109.312,-0.11454299323823176,2.3133340506778635,0.12057723845215157,-0.020045923736444978,0.016265842307416796,0.7517225508613353,0.6589740433750861
109.314,-0.11456108278857223,2.3133267602563747,0.12058300249936152,-0.019618675670518053,0.016597737572271395,0.7516866089339118,0.659019623851865
109.316,-0.11456049104982517,2.313321271803588,0.12059213825958054,-0.01986249317609893,0.016229257331567864,0.7517183023711079,0.6589853461584672
109.318,-0.11456568183465515,2.313317298516644,0.12059739714407795,-0.01974901404462509,0.016303881128461182,0.7517054294808042,0.6590015987791639
109.32,-0.11456687821402937,2.3133131132001274,0.12060402931793143,-0.019780584047511155,0.016236861214638083,0.7517123860512195,0.6589943713642921
109.322,-0.11458454440724496,2.313327036893192,0.12057424780294669,-0.01986340200102348,0.015936190193229657,0.75163735422373,0.6590847979119395
109.324,-0.11456377961941562,2.313303730217246,0.1205714855929732,-0.020221181321166768,0.015590288195672874,0.7517110336531296,0.6589981552509051
109.326,-0.11456766612593709,2.3133027128430146,0.12057846902650533,-0.01968795165078117,0.016294131501362358,0.7516977639476368,0.6590124107439372
109.328,-0.1145603883084977,2.313297385057925,0.12060034565705097,-0.019862245603018504,0.016200194636890333,0.7517248555562899,0.6589785933034603
109.33,-0.11455377587195106,2.3132970662929697,0.12061747203573618,-0.01977637122846593,0.016363429773779792,0.751721405887185,0.6589810780576836
109.332,-0.11454068911776488,2.3132974947201994,0.12062745573470085,-0.01986880504057816,0.01626876452078175,0.7517324311368896,0.6589680643735693
109.334,-0.11452760884683019,2.3132973855450056,0.12062996965645545,-0.019849308918805594,0.016271488954277505,0.7517264646575359,0.6589753909791619
109.336,-0.1145148166486979,2.313296446694317,0.12063083907598715,-0.019843756629684513,0.016256030648353827,0.751721119034916,0.6589820376818137
109.338,-0.11450324250990997,2.313295787481884,0.12063173733113611,-0.019843767077806305,0.01624047453081161,0.7517164902340133,0.6589877011033154
109.34,-0.11449386062378965,2.313295201386842,0.12063224639205263,-0.019825715302008384,0.01624878331077602,0.7517112781202208,0.6589939851019486
109.342,-0.11448630899104069,2.3132946454159016,0.1206323024061419,-0.019817540901463135,0.01624674195474863,0.7517090555423697,0.6589968165811375
109.344,-0.11448074015387276,2.3132940826755592,0.12063210775360847,-0.019808366613816096,0.01624822538765764,0.7517079522350462,0.6589983143608474
109.346,-0.11447695157049428,2.3132935895508195,0.12063185363298148,-0.019801257365760785,0.01624946747244528,0.7517081099349878,0.6589983175028332
109.348,-0.11447457810377899,2.31329322216623,0.12063160212807333,-0.019798044895006944,0.016247894255499985,0.7517094436200673,0.6589969314974131
109.35,-0.11447337955307103,2.3132929454541955,0.12063132111888153,-0.01979535004580299,0.016247048727693635,0.751711195186944,0.6589950353036206
109.352,-0.11447310992792754,2.31329275152604,0.12063099394255233,-0.019793886132623346,0.016245642372945266,0.7517131973975512,0.6589928300323225
109.354,-0.1144735425598957,2.3132926287605016,0.12063063555331983,-0.01979364209954749,0.01624373510584537,0.7517152705100534,0.6589905195708383
109.356,-0.11447446050972045,2.3132925518406307,0.12063023358287032,-0.019794024433603598,0.016241834648448413,0.7517172492546939,0.658988297754164
109.358,-0.114475664085585,2.313292513114901,0.12062978404342539,-0.01979499887210595,0.016239734352464858,0.7517190818926217,0.6589862297243613
109.36,-0.11447699476373417,2.31329251317677,0.12062928930854264,-0.01979624803023375,0.016237651623470753,0.7517207111523322,0.6589843849882273
109.362,-0.1144783340341767,2.313292555983598,0.12062875520275848,-0.019797541391860556,0.016235741072082047,0.7517221129041965,0.6589827941892932
109.364,-0.11447959843598986,2.313292644298718,0.12062818997522586,-0.019798736401219964,0.01623410069335061,0.7517232884068157,0.6589814577652673
109.366,-0.11448073027025857,2.3132927823267004,0.12062760624418686,-0.019799846855975464,0.01623270162657891,0.7517242644107717,0.6589803455024034
109.368,-0.11448169901289465,2.3132929705475522,0.12062701329422915,-0.019800779547438814,0.0162316394668329,0.7517250536238594,0.6589794433544481
109.37,-0.11448249386730511,2.3132932068587717,0.12062641831901759,-0.019801517519557874,0.01623091819546651,0.751725679769938,0.6589787246739301
109.372,-0.1144831180374947,2.313293486396534,0.12062582614790524,-0.019802059289027184,0.016230523823160616,0.7517261706304825,0.6589781581612324
109.374,-0.11447201473844928,2.3133153056340063,0.12058531767038595,-0.01950443423319622,0.01637830464970915,0.7518114396694104,0.6588860958953775
109.376,-0.11448803374127128,2.3132914663631934,0.12057496924648145,-0.019242829047537168,0.01673852138021201,0.7517430550835457,0.6589627565848536
109.378,-0.11448194446637268,2.3132923966851395,0.12058349028271521,-0.019860309048869023,0.01612728203062672,0.7517596023095754,0.6589408010088139
109.38,-0.11448712611168402,2.3132921946369907,0.12060093883906807,-0.01981149926339879,0.016274386588005407,0.7517322904190054,0.6589698114326004
109.382,-0.11449316012371547,2.313298166149342,0.12061774486953428,-0.01993372634695349,0.01617819913726987,0.7517305393256419,0.658970491503056
109.384,-0.11450530333096032,2.3132995364499576,0.12062602069967016,-0.019862953202460933,0.016283709855160516,0.7517197614228469,0.6589823246262438
109.386,-0.11451714546078649,2.313299395637918,0.12063013243120631,-0.01986914859819703,0.016275995588600142,0.7517272500025161,0.6589737859014101
109.388,-0.1145292553533966,2.3132983370338374,0.12063090165459113,-0.019833412215958777,0.016301542588600844,0.7517353021134918,0.6589650453745183
109.39,-0.11454090568750513,2.3132977562286237,0.12063028483419662,-0.019809847182811036,0.016310990056720914,0.7517465234953169,0.6589527190706995
109.392,-0.1145501039594551,2.313296588388956,0.1206288920608362,-0.01980902913610181,0.016299081357329347,0.751758221691015,0.6589396925603701
109.394,-0.11455735092655776,2.3132953633697415,0.12062680395524221,-0.019798856437666885,0.016298730288365648,0.7517656965610601,0.6589314790999228
109.396,-0.11456261100438336,2.3132944944604987,0.1206247855867732,-0.01979618390978933,0.016292593151138443,0.7517709068174477,0.6589257668158786
109.398,-0.11456616295190493,2.313294056279302,0.12062293472318138,-0.019793431941492783,0.01628908790060194,0.751773621003434,0.6589228395121305
109.4,-0.11456828912340777,2.3132940685267744,0.12062130873121094,-0.01979084466121752,0.01628748873708445,0.7517744594255942,0.6589220001893931
109.402,-0.11456921895048057,2.313294486317942,0.12061989163421322,-0.01978898608596565,0.0162868838826166,0.7517741421655174,0.6589224329269601
109.404,-0.1145691972584603,2.313295223773237,0.12061862448600404,-0.019787304504152295,0.016287471614329706,0.751773071498814,0.6589236904362383
109.406,-0.11456847747451843,2.313296178681714,0.12061744831360435,-0.01978569720229829,0.016288933810329857,0.7517715788014543,0.6589254055869379
109.408,-0.11456730289624664,2.3132972533179905,0.12061631405582834,-0.019784122737459702,0.016290918593485467,0.7517699131615605,0.658927304126904
109.41,-0.11456588431063136,2.3132983809234466,0.1206151955139324,-0.019782593843400132,0.01629312702165537,0.7517682479673101,0.6589291952409184
109.412,-0.11456438784203557,2.313299513438491,0.12061408021795109,-0.01978117957603534,0.016295355868793226,0.7517666709458273,0.6589309817930239
109.414,-0.11456293481580285,2.313300623350223,0.12061297059340441,-0.01977997847179144,0.016297417631548124,0.7517652421641152,0.6589325969354738
109.416,-0.11456161074452748,2.3133016959270676,0.12061187431365637,-0.019779002089227993,0.016299265695487133,0.7517639827384875,0.6589340173881673
109.418,-0.11456046418031139,2.3133027225670832,0.12061079833256555,-0.019778343304624295,0.016300765904677623,0.7517629118549378,0.6589352217983421
109.42,-0.11455951685817448,2.313303697575063,0.12060974814923792,-0.01977801138956942,0.016301889083434454,0.7517620237400013,0.6589362172017282
109.422,-0.11455877428216116,2.3133046169938165,0.12060872693475597,-0.019777933622048348,0.016302698687901025,0.7517612921125725,0.6589370341985408
109.424,-0.11455822729382083,2.313305479218602,0.1206077376092553,-0.019778097364159693,0.01630319406307052,0.75176069859682,0.6589376941511366
109.426,-0.11455785714956666,2.313306284731424,0.12060678238439725,-0.019778460703113756,0.016303413526359025,0.7517602212199641,0.6589382224388829
109.428,-0.11455763950356913,2.3133070356756607,0.12060586320361971,-0.019778984416879277,0.016303397298920757,0.751759837633413,0.658938644741174
109.43,-0.11455754749318925,2.3133077348813686,0.12060498162315916,-0.01977962822388512,0.016303190652574878,0.7517595277261591,0.65893898409095
109.432,-0.11455755422033767,2.3133083856037273,0.12060413870628094,-0.019780349469055634,0.01630284155765036,0.7517592738777452,0.6589392606840431
109.434,-0.1145576345231717,2.3133089910937654,0.12060333545479635,-0.01978111375831662,0.016302392300700547,0.7517590612243724,0.6589394914639773
109.436,-0.11455776582827523,2.3133095547580314,0.12060257238431886,-0.0197818870226832,0.016301882929477193,0.751758878981825,0.658939688765797
109.438,-0.11455792929182027,2.3133100792998924,0.1206018496748999,-0.019782640355025766,0.01630134917829877,0.7517587173367408,0.6589398637688945
109.44,-0.11455810943484772,2.313310567308881,0.120601167285736,-0.019783351936414725,0.016300817323862134,0.7517585706933387,0.6589400228623563
109.442,-0.11455829431910951,2.3133110211736865,0.12060052522688022,-0.019784008641798825,0.016300306083931588,0.751758434478774,0.6589401711943614
109.444,-0.11455847434814864,2.3133114434424087,0.12059992379350311,-0.019784616316710038,0.016299816446058043,0.7517583083531539,0.6589403089529656
109.446,-0.11455864242161792,2.3133118362341882,0.1205993631913821,-0.019785176607578853,0.0162993556211543,0.7517581910123681,0.6589404373983689
109.448,-0.11455879432596473,2.3133122013675482,0.12059884290128788,-0.019785681316279332,0.016298934894165812,0.7517580799430867,0.6589405593651448
109.45,-0.11455892777508246,2.313312540318589,0.12059836183452019,-0.019786128152582193,0.016298558769448367,0.7517579752211807,0.6589406747243027
109.452,-0.11455904217733802,2.31331285394216,0.12059791870935735,-0.019786518890616243,0.016298227404267184,0.7517578767435615,0.6589407835364892
109.454,-0.11454753127045292,2.3133346807085,0.12055755631137587,-0.019488324237201204,0.016446186959767572,0.7518426546613166,0.6588492625667378
109.456,-0.11456323339160812,2.3133108557284268,0.12054742385214581,-0.019225748838068282,0.016807378020891897,0.751774011276853,0.6589261859983928
109.458,-0.11455696990364365,2.3133119296443723,0.12055627037598973,-0.01984234748018223,0.016196061695280792,0.7517904090706111,0.6589045072402234
109.46,-0.11456191360013246,2.3133117409927846,0.12057403315962753,-0.01979460433403582,0.01634217497361873,0.7517628558794269,0.6589337716921166
109.462,-0.11458540661572147,2.31333223493162,0.12056282454516869,-0.020192074625967893,0.016151642907678263,0.7517512183542088,0.658939686357291
109.464,-0.11458118193625545,2.313323540241875,0.12056442010201389,-0.020584236498672026,0.015834993421660736,0.7517678608835141,0.6589162507737445
109.466,-0.11459875407376213,2.313326308277127,0.12057321343332468,-0.019840022868509746,0.016579316701613493,0.7517145331853646,0.6589816085052709
109.468,-0.11458889775038339,2.3133273295461136,0.1205915159963832,-0.020275535825924285,0.016002937058030294,0.7517744841937605,0.6589142080481297
109.47,-0.11458657051474958,2.3133494670015127,0.12056901366109041,-0.019795890341670383,0.016721812067903942,0.7517661826565257,0.6589204127516324
109.472,-0.11459667586345565,2.313331931780522,0.12056425186476295,-0.01966468826889387,0.016906517973009613,0.7517740545895131,0.6589106468492973
109.474,-0.11459611701528778,2.3133305099873978,0.12057705961949249,-0.02004866020008991,0.01626296217026424,0.7518223838752388,0.6588601296100586
109.476,-0.11461419772788717,2.3133232109301947,0.12058282504572196,-0.019621518309315526,0.016594876487290577,0.7517864469866987,0.6589057172469552
109.478,-0.11461360106339524,2.3133177193093237,0.1205919603814836,-0.01986526273557405,0.01622639216044923,0.7518181319482106,0.6588714381484487
109.48,-0.11461878465819422,2.3133137411017786,0.1205972182785712,-0.019751856709095468,0.016300981216324305,0.7518052651949055,0.6588876879963278
109.482,-0.11461997384128267,2.3133095534816883,0.12060385025720068,-0.01978342595685664,0.016233956852856977,0.7518122171274393,0.6588804632710196
109.484,-0.11463763885195467,2.3133234706513255,0.12057407026213672,-0.01986618925104538,0.015933286689115204,0.7517371979258936,0.6589709023579494
109.486,-0.11461686207228948,2.313300168398035,0.1205713073819599,-0.02022394749216818,0.015587314987023813,0.7518108630024467,0.6588842491901334
109.488,-0.11462074295351499,2.3132991470785367,0.12057829431255362,-0.019690779017053305,0.01629127171306854,0.7517976002978038,0.6588985019516559
109.49,-0.11461345789897481,2.3132938176783924,0.12060017123877399,-0.019865137221314194,0.016197218794576595,0.7518246986729261,0.6588646665984319
