wall_elapsed,sim_time,sim_elapsed,rtf_delta,phase,gzserver_cpu,junior_ctrl_cpu,fastlio_cpu,scan_adapter_cpu,junior_ctrl_threads
1.5773339959851,,,,startup,,,,,
4.861004518985283,,,,startup,,,,,
8.18841811499442,,,,startup,,,,,
11.578627846989548,,,,startup,,,,,
17.29059520899318,,,,startup,182.0,,,,
23.017849155003205,,,,startup,239.79999999999998,,,,
28.761960228992393,,,,startup,198.39999999999995,,,,
33.92834197398042,,,,startup,171.6,46.5,,,14.0
39.112664757994935,,,,startup,149.0,30.0,,,14.0
44.28682794998167,,,,startup,137.40000000000003,27.8,,,15.0
48.04373246699106,0.001,0.0,,startup,131.70000000000016,26.700000000000003,,,15.0
50.76993509999011,0.412,0.411,0.15075915305234155,startup,143.40000000000012,28.900000000000006,,0.0,15.0
53.38745054497849,0.819,0.818,0.15549096406642446,startup,143.20000000000024,28.900000000000006,22.0,100.59999999999994,15.0
55.82769753399771,1.127,1.1260000000000001,0.12621673190704008,sample,143.5000000000001,29.6,14.5,64.6,15.0
58.28914543800056,1.52,1.5190000000000001,0.1596621238096878,sample,142.00000000000009,29.300000000000004,17.0,41.10000000000001,15.0
60.61869627897977,1.8980000000000001,1.8970000000000002,0.16226303944545406,sample,143.00000000000006,29.900000000000006,18.9,35.699999999999996,15.0
62.939161555987084,2.209,2.208,0.13402484539699472,sample,139.0000000000001,29.9,17.2,21.299999999999997,15.0
69.49042714000097,3.13,3.129,0.14058352362440982,sample,140.40000000000006,30.800000000000004,17.599999999999998,17.6,15.0
76.03313763000187,4.033,4.032,0.1380161939581521,sample,138.4000000000001,31.100000000000005,17.4,15.199999999999994,15.0
82.67950970999664,4.923,4.922,0.13390764003099584,sample,140.10000000000005,31.900000000000006,17.7,13.0,15.0
89.75524985798984,5.726,5.725,0.11348636089013871,sample,137.4,32.4,17.299999999999997,12.200000000000001,15.0
