ros_time,wall_elapsed,x,y,z,qx,qy,qz,qw,vx,vy,vz,wz
0.002,29.599078459999873,0.0,2.3,0.6,0.0,0.0,0.7071080798594737,0.7071054825112364,0.0,0.0,0.0,0.0
0.024,29.62066001399944,9.40534869268983e-06,2.299681163691018,0.594769709468362,-0.014835896358455983,0.015218615583414658,0.7069348963273563,0.706959222497023,0.0004714471451857651,-0.05693997953571795,-0.31016148061649224,-0.004125723482063477
0.046,29.642745181001374,1.4111076817018703e-05,2.2985823095224807,0.5864023151159582,-0.02163239501780582,0.022006764063001706,0.7067259390573757,0.7068141119733955,2.4108184661231564e-05,-0.024109095385870576,-0.4447010307302918,-0.0015317792815413211
0.066,29.662577233000775,1.3322920002974484e-05,2.2985195912962046,0.5755432040744213,-0.02231817020923486,0.02267570944095012,0.7067055367828072,0.7067920456261415,-7.306807533670841e-05,0.005727818338197671,-0.6245961525186298,0.0008287345998763304
0.088,29.684602585999528,1.1349773343688474e-05,2.298724230077657,0.5592940852285823,-0.022203369845615904,0.022538563064702553,0.7067170700321397,0.7067885160836055,-9.708140445127133e-05,0.010696868034804232,-0.8349143793343973,0.0010451014853350925
0.108,29.704709355995874,9.394617649855115e-06,2.298937919871415,0.5404451433675684,-0.02214633816396605,0.022460147612459538,0.7067259104047062,0.7067839620688864,-9.676702318251822e-05,0.010403311766480357,-1.0307612706166054,0.0009378939337278547
0.128,30.12223535499652,7.523633479339029e-06,2.2991329773430698,0.5176626323935597,-0.022212162692540283,0.022503991605165852,0.7067299502472258,0.7067764622664711,-9.053243676733751e-05,0.0091730575727217,-1.2278665101857142,0.00080936845010203
0.15,30.44312230899959,5.62830635810873e-06,2.2993173836568928,0.4880450454363732,-0.022407575024653723,0.022674622733625773,0.7067294825130113,0.7067653080141197,-8.254141951952492e-05,0.007741691589430224,-1.4449009750166206,0.0006894424562779912
0.17,30.46284010400268,4.051733570586795e-06,2.299459434689322,0.4569779603446199,-0.022673610467423267,0.022917621456021334,0.7067254361993938,0.7067530317189639,-7.59459056605772e-05,0.006609408898041301,-1.6420586174430403,0.0006030185296489425
0.192,30.485006315997452,2.4560823867368284e-06,2.2995922459238622,0.41825263668935647,-0.023041629311571627,0.023259801131666966,0.7067177852651578,0.7067376012070489,-6.987986779406214e-05,0.005595747512725761,-1.858689629541391,0.0005291399654801246
0.214,30.858585864996712,1.4167502641023247e-06,2.2997375696608744,0.374916617426875,-0.023007222894914827,0.0230898514811568,0.7067266395525913,0.7067354408828975,0.0001362426297530671,0.016801582402871103,-2.018195518596593,0.003978885336088945
0.234,31.10650734799856,-2.2494802764835148e-05,2.294249248098261,0.347656937847883,-0.007592360783455592,0.004401942203007646,0.7069634555487355,0.7071956246196422,-0.0033228418272902584,-0.5605680989375296,-0.7126033048200888,-0.021918637086123703
0.256,31.128518486999383,-0.0001358735769542447,2.2785003953930483,0.339762425222989,-0.008077465971872208,0.003982452365071781,0.7068665795762292,0.7072895682072765,-0.0057158250528061075,-0.7830339920390847,-0.21791320567027442,-0.005375333159152738
0.276,31.14846618899901,-0.00024719065825704566,2.262347503374425,0.3360125848557952,-0.004893907748918147,0.001040587170205075,0.706874509693378,0.7073212808837528,-0.0053082890076781445,-0.8185479767889828,-0.18460858785374745,0.0029061661340342828
0.298,31.1704915099981,-0.0003557564160590375,2.2443189952572333,0.3314021913483852,-0.0003577085398700686,-0.003214924965675562,0.7069214347165995,0.70728468203425,-0.004775381180763411,-0.8190269980149475,-0.23283951223599816,0.009879922973569252
0.318,31.52966119100165,-0.00045040319622777214,2.2279132636939996,0.3262535284131935,0.004188425416443721,-0.007696010633548903,0.7069793935646633,0.7071798679174909,-0.004708865159390494,-0.822041808306466,-0.27713249935641815,0.015561870339822047
0.338,31.77422407999984,-0.0005446466062170472,2.211394281426146,0.32024480565397667,0.009364977735182118,-0.012930926839150213,0.7070315936834789,0.7070017071100325,-0.004728216107124696,-0.829849013543774,-0.31929007809826243,0.019935495613298854
0.36,31.79596345900063,-0.0006499182681983622,2.1929804669820725,0.3126713319027504,0.016029101241501875,-0.01978794264146455,0.7070474833998516,0.7067074086617064,-0.004846960956347446,-0.8437588951484895,-0.3651350211320401,0.023374587244659305
0.38,31.816052356,-0.0007487794128416851,2.1759233453987834,0.3048968448953684,0.023194116531529772,-0.02723006680019337,0.7069820396159227,0.7063263778742009,-0.005031368759311256,-0.8608949348037539,-0.40841329015393085,0.025380462466026123
0.4,31.835843733999354,-0.0008519741879837962,2.1584817688651197,0.29621990637829276,0.031632976693887475,-0.03602841990011236,0.7067873721077722,0.7057994887884055,-0.005271024176015131,-0.8817173076439035,-0.4553584278680599,0.02648101251997705
0.422,32.187920497999585,-0.0009716312141064077,2.1387753922770014,0.2855163840397174,0.04264823526197504,-0.047520430677685244,0.706341419542593,0.7049856280349274,-0.005583089565311363,-0.9078068231508853,-0.5137679386082266,0.026794910011903927
0.442,32.42633507899882,-0.0010865928265981588,2.1203430097419953,0.27457922417216946,0.05449014589353892,-0.059856386766668906,0.7056259153883908,0.7039460948794554,-0.005883555027896977,-0.9329736413690695,-0.5752905807563341,0.026461380334767796
0.462,32.44652893199964,-0.0012075384255935372,2.1014093493481827,0.2623040782250393,0.06832929859653797,-0.0742376915565792,0.7044891239478653,0.7025061895420028,-0.006177899251988727,-0.9576236905039904,-0.6468672041089055,0.025682752397589496
0.484,32.46852805499657,-0.0013470320083023447,2.080048233418117,0.24699216840393576,0.08618083394436978,-0.09273234351560551,0.7025576153888845,0.7002759266073917,-0.00647584672848412,-0.9812065815465625,-0.7391584756709138,0.024793609341939905
0.504,32.48846459900233,-0.0012215486678850643,2.059756830818717,0.23330122464589417,0.10062104835251068,-0.10417170703244505,0.7014829969958487,0.697814635134654,0.018713696160349912,-1.0425533223164547,-0.47881362033971453,-0.07364464107247434
0.526,32.84809786899859,-0.0009771101765154886,2.0381676524788643,0.2246703796474274,0.10388099528976827,-0.10719144780518416,0.7013889106361539,0.6969736927400237,0.01098180015542343,-0.9341644573899813,-0.3297406594766249,0.04427493237423147
0.546,33.084275383000204,-0.0007543191093282138,2.0203514870983184,0.21914745375974337,0.10763639875419602,-0.11161678153588363,0.7010783179456029,0.6960210426771325,0.011327321538491801,-0.8573601845964726,-0.237619493713286,0.03691125608175779
0.568,33.106289064999146,-0.0004976311086634291,2.00236401090735,0.21480990935773822,0.11237234824562552,-0.11755264333037137,0.7005877576409876,0.694788187319977,0.011957828154324626,-0.7859500143480618,-0.16767833727042675,0.03879091993583591
0.588,33.126390915997035,-0.00025126975677539683,1.9872835154241701,0.21196969176198968,0.11706190179648944,-0.12351308165840559,0.7000657772747197,0.6935048213933164,0.012607904203477585,-0.7286898718641129,-0.12344806389777763,0.044301548532671826
0.608,33.14649856199685,8.615314590177704e-06,1.9732887683049367,0.20986280619063666,0.12191811934780164,-0.1297375121466994,0.6995146591933816,0.6920862602958157,0.013303587814099871,-0.676625426158957,-0.09230036359194088,0.05122493476863683
0.628,33.49706043399783,0.0002822912873702917,1.960288282302468,0.20827294679995256,0.12679134573195192,-0.13606024807974026,0.6989662137261481,0.6905489089190516,0.013929557405274634,-0.6286796805913426,-0.07038430203333233,0.058132814969542076
0.648,33.73198175399739,0.0005577273338061421,1.9482131291987452,0.20703089846154019,0.13165797477720703,-0.14235776165977893,0.6984243386480935,0.6889150082243491,0.013479584980987369,-0.5837154431310491,-0.05640217727506405,0.06687424503020548
0.668,33.75189480699919,0.000814461694822249,1.9370102559415263,0.20600203206610013,0.13651448231596383,-0.1484454115576122,0.6978989596476411,0.6872152486872185,0.012194058197953528,-0.5410880254119511,-0.04818377105915768,0.07497761542997174
0.69,33.773904827998194,0.0010587988463887392,1.9256484496617905,0.2050011989323519,0.14178733085067813,-0.1547978119124203,0.6973529017758577,0.6852976875943463,0.010098260604918863,-0.4961087253331993,-0.04393401895382068,0.08371982355910514
0.71,33.793869734996406,0.0012357178596531615,1.9161630945815762,0.2041356736526473,0.14647882859025424,-0.1602414301943147,0.6968939858488581,0.6835242565643145,0.007768322669596232,-0.4564922677568917,-0.04311376613484019,0.08985326826036816
0.73,34.36696374500025,0.0013632002476116965,1.9074613332825114,0.20326700343335158,0.15103544437629862,-0.16548957217480922,0.6964514703045982,0.6817307720456927,0.005189627870035664,-0.41760042069474296,-0.04392051929407176,0.0907364377937432
0.75,34.386774427999626,0.001436627220097444,1.8995320948409282,0.20236989666487865,0.15547550249784053,-0.17072655021682953,0.6959901875639021,0.6799098999050307,0.0024067894333601207,-0.37898880753856257,-0.04586230343666905,0.0903640988348308
0.77,34.406970707001165,0.0014541796971485827,1.8923665174005733,0.20143442853722146,0.15995195302389736,-0.1760511307141705,0.6954912184457158,0.6780216347307779,0.00025976396951558645,-0.34171852326393287,-0.04607448605969345,0.10850207307856018
0.79,34.42700963199604,0.0014729152312660206,1.8859590167879525,0.20055159842317635,0.16460403684561828,-0.18154742025180287,0.6950177024952426,0.675941150154565,0.0011719113636941359,-0.30320524036107177,-0.0435418874659244,0.09729690859721866
0.81,34.446982846995525,0.001485212929138929,1.8803222286815935,0.19967605513424316,0.16957559903699468,-0.18778346176497554,0.6943134897117289,0.673728629125353,1.7815857605150975e-05,-0.2643824787895947,-0.04417989804332217,0.09032586683066142
0.832,35.00363822100189,0.0014616844276293104,1.8750096476857325,0.19869034999450697,0.17585564014711746,-0.19555746168613858,0.6931872953157487,0.6710614328212873,-0.002336949651949939,-0.22299316019727958,-0.04521559559105286,0.07614500063691705
0.852,35.02370837899798,0.0013960366364789236,1.8707923940401459,0.19785700616823335,0.18190009860050319,-0.20314571481848995,0.6918959907287289,0.6685238295629579,-0.0033789270065301526,-0.2030158594426185,-0.03797541765346449,0.07960319965898313
