timestamp,gate,status,exploration_time_s,trajectory_length_m,return_home,reason
2026-07-24T18:03:00+08:00,FAST_LIO_INPUT_BLOCKED,not_run,0,0,false,Full exploration not entered because FAST-LIO2 input gate failed
