pos_FL_calf_joint,pos_FL_hip_joint,pos_FL_thigh_joint,pos_FR_calf_joint,pos_FR_hip_joint,pos_FR_thigh_joint,pos_RL_calf_joint,pos_RL_hip_joint,pos_RL_thigh_joint,pos_RR_calf_joint,pos_RR_hip_joint,pos_RR_thigh_joint,sim_time,vel_FL_calf_joint,vel_FL_hip_joint,vel_FL_thigh_joint,vel_FR_calf_joint,vel_FR_hip_joint,vel_FR_thigh_joint,vel_RL_calf_joint,vel_RL_hip_joint,vel_RL_thigh_joint,vel_RR_calf_joint,vel_RR_hip_joint,vel_RR_thigh_joint
-0.18310934531688794,-0.0005740837570904489,0.069541504130048,-0.1831094121551864,0.00034737575956533817,0.06957976967080448,-0.18310941159685967,-0.0005168770778105625,0.06954459471103558,-0.18310885709592561,0.0003824922377857476,0.06958278244925431,0.004,-6.996984161897821e-22,-1.322553171034022e-14,-1.4484939224513823e-16,-1.4938923254663081e-21,1.8970935555456542e-14,-1.396457518695808e-16,-1.5287671373614234e-21,-1.9026446728819072e-14,-1.5265739135262538e-16,0.0,1.5140666434015094e-14,-1.4398171205293873e-16
-0.3296628455511854,-0.000544440479118613,0.1181523462192331,-0.3296630383112156,0.0007681631374296671,0.11820653013450588,-0.3296628684725782,-0.002097876358753581,0.1180719980943783,-0.3296621514229656,0.0024149944433231596,0.11812403878746025,0.006,5.000070259174156,0.7999217448615716,-5.3576944161802,5.000007059294463,-0.33200303676097537,-5.367356180516105,5.0000160998896614,-0.03958738078092627,-5.402452578039604,4.999890064328985,0.46293382546039974,-5.41182282469376
-0.4469394167211558,-0.0008067267537645861,0.14855837899351787,-0.44693940550673794,-0.0005660028427119101,0.14862573817817282,-0.44693918290052537,-0.004415346416362098,0.14828605047712173,-0.4469384441355686,0.003057759689563788,0.14834835412068603,0.008,5.000055320366063,0.8619190406855722,-8.808180216759329,5.0001317391239715,-1.3713598430425649,-8.816913240448695,5.000054540348513,-0.20119481556124386,-8.907597204935348,4.9998426349735645,-0.38594627160067974,-8.916180362900029
-0.5407773360628383,0.003191361622477018,0.16298761861464417,-0.5407783259518109,0.0014717837067186323,0.16300673093097107,-0.5407769090864285,-0.002135106694878708,0.16242350254725046,-0.5407760373586132,0.006711421474872914,0.16244247655752364,0.01,5.000299550735006,3.0424107498013058,-12.270685748913559,4.999772883706305,0.26593980441851084,-12.308075582527866,5.000321711762269,2.149862128964866,-12.420147113756487,5.000058812873561,1.0747456016880115,-12.453025346115854
-0.6158600356393613,-0.0068212484185679045,0.16302921638377033,-0.6158545742529871,-0.01069034102321087,0.16316592606879254,-0.6158590369343457,-0.013382882049884692,0.16214773591486953,-0.6158565572821519,-0.004036735144571146,0.16224298343529586,0.012,4.99849876842363,-3.994292021638995,-15.85521470086497,5.001629979347578,-6.813906831728125,-15.807481976075463,4.998710300809224,-4.641884097382171,-16.017144154329884,4.999244084328264,-6.105258705915912,-15.987824410359217
-0.6759164305513359,0.011136024597417915,0.15002196223517839,-0.6759313347319011,0.003312973879593173,0.14996891397083267,-0.6759182899610714,0.0013082933618102643,0.14878720347705432,-0.6759159794278862,0.012906201704461218,0.14877859219820078,0.012,5.006420252224965,9.901252189019766,-19.506946223333504,4.996220694158593,6.307595971907324,-19.611812100368127,5.004440965334938,8.242349337495902,-19.686652304820104,5.004754152996959,7.778927527355481,-19.74515659113939
-0.7239965766402072,0.000767320649300629,0.1395623156312764,-0.7239793478760852,-0.009779137712989439,0.13949662975011812,-0.7239952208820508,-0.01025520939341984,0.1381562700004615,-0.7239903055218164,0.0012909573116113293,0.13801378467222403,0.016,-3.1949313514383864,-4.648490912555579,-12.886309160379076,-4.996139099876565,-6.998027042447877,-12.22405254132384,-4.998574369574936,-5.273538660635648,-12.330088873331523,-6.996960665209473,-6.203643565540597,-11.651803598087131
-0.7624332533029143,0.018154226139039054,0.1327611538572553,-0.7624527936857177,0.006460664261782156,0.13263356887977373,-0.7624312555266943,0.007378505837491112,0.1310586279264001,-0.7624367424501397,0.016838949192039543,0.13100769606416396,0.016,-12.511621536415142,8.84628498212354,-5.767527071043393,-12.832548681836206,7.943511007860565,-5.703421658427347,-16.39998062942877,8.88483449986372,-4.523655407955517,-16.693917484927333,7.676503588013893,-4.400482981001162
-0.7985631905694621,0.026552836468621166,0.13028828546631654,-0.7989013622234218,0.013911117122470174,0.13007674406372338,-0.8087994474486155,0.01752175353673735,0.13204441961578173,-0.8092149631619154,0.02237669474123205,0.13187483420461366,0.016,-18.06986659298417,4.1975291467393125,-1.2356696166642047,-18.22880320076876,3.7251209672326304,-1.2778758777150987,-23.191178698581155,5.0696779796531874,0.4944730209474657,-23.39431385721149,2.769752055103218,0.4343154265318825
-0.8428710386081892,0.027913311796612383,0.13483342574491086,-0.8453417005218427,0.014901284101536127,0.13534806016933665,-0.8637952346919402,0.021924107531603454,0.1397747257165909,-0.8666059336883283,0.020499707153187607,0.1403871623187598,0.016,-22.156014629038363,0.6801896447321016,2.272600241397079,-23.222427091804512,0.4949792152993383,2.6356934027358885,-27.501669307568974,2.201135329619484,3.8652197856248094,-28.699155215048506,-0.9384598066171315,4.256204315813108
