first_legacy_fall_time,first_semantic_fall_time,fixedstand_enter_time,legacy_height_fall,max_body_tilt_deg,min_model_z,new_invalid_reasons,old_invalid_reasons,semantic_fall,speed,trial,trotting_enter_time,truth_samples
1.6720000000000002,1.144,0.318,True,170.85730094346897,0.07863822218145126,FALL_DETECTED;GAIT_NOT_ADVANCING;WAVE_ALL_NOT_REACHED,FALL_DETECTED;GAIT_NOT_ADVANCING;WAVE_ALL_NOT_REACHED,True,vx_000,vx_000_run_01,1.3559999999999999,1354
2.262,1.584,0.06,True,174.19359601649546,0.07865688927064339,FALL_DETECTED;GAIT_NOT_ADVANCING;WAVE_ALL_NOT_REACHED,FALL_DETECTED;GAIT_NOT_ADVANCING;WAVE_ALL_NOT_REACHED,True,vx_010,vx_010_run_01,2.144,1760
1.592,1.158,0.226,True,171.10005596790626,0.07857575191384272,FALL_DETECTED;GAIT_NOT_ADVANCING;WAVE_ALL_NOT_REACHED,FALL_DETECTED;GAIT_NOT_ADVANCING;WAVE_ALL_NOT_REACHED,True,vx_030,vx_030_run_01,1.532,1973
2.7880000000000003,2.4699999999999998,0.836,True,173.69419183144427,0.07875986588661728,FALL_DETECTED;GAIT_NOT_ADVANCING;WAVE_ALL_NOT_REACHED,FALL_DETECTED;GAIT_NOT_ADVANCING;WAVE_ALL_NOT_REACHED,True,vx_050,vx_050_run_01,3.032,1756
